@RELATION disc.n


@ATTRIBUTE senses {00000, 00001, 10000, 01000, 00010, 00100}
@ATTRIBUTE #using{0,1}
@ATTRIBUTE #matched{0,1}
@ATTRIBUTE #bright{0,1}
@ATTRIBUTE #holding{0,1}
@ATTRIBUTE #maintain{0,1}
@ATTRIBUTE #slipped{0,1}
@ATTRIBUTE #received{0,1}
@ATTRIBUTE #disappeared{0,1}
@ATTRIBUTE #lollipops{0,1}
@ATTRIBUTE #missing{0,1}
@ATTRIBUTE #discs{0,1}
@ATTRIBUTE #invented{0,1}
@ATTRIBUTE #fluid{0,1}
@ATTRIBUTE #lacquer{0,1}
@ATTRIBUTE #bundle{0,1}
@ATTRIBUTE #video{0,1}
@ATTRIBUTE #black{0,1}
@ATTRIBUTE #licence{0,1}
@ATTRIBUTE #soundtracks{0,1}
@ATTRIBUTE #anti{0,1}
@ATTRIBUTE #vertebrae{0,1}
@ATTRIBUTE #unnecessary{0,1}
@ATTRIBUTE #companies{0,1}
@ATTRIBUTE #unnamed{0,1}
@ATTRIBUTE #shows{0,1}
@ATTRIBUTE #badges{0,1}
@ATTRIBUTE #abrasive{0,1}
@ATTRIBUTE #amiga{0,1}
@ATTRIBUTE #neglected{0,1}
@ATTRIBUTE #bite{0,1}
@ATTRIBUTE #wealth{0,1}
@ATTRIBUTE #twelve{0,1}
@ATTRIBUTE #magnetic{0,1}
@ATTRIBUTE #filigree{0,1}
@ATTRIBUTE #computer{0,1}
@ATTRIBUTE #born{0,1}
@ATTRIBUTE #whorl{0,1}
@ATTRIBUTE #wheel{0,1}
@ATTRIBUTE #incorporating{0,1}
@ATTRIBUTE #sanding{0,1}
@ATTRIBUTE #data{0,1}
@ATTRIBUTE #unkeyed{0,1}
@ATTRIBUTE #fiat{0,1}
@ATTRIBUTE #useless{0,1}
@ATTRIBUTE #digital{0,1}
@ATTRIBUTE #oil{0,1}
@ATTRIBUTE #dg{0,1}
@ATTRIBUTE #warped{0,1}
@ATTRIBUTE #illicit{0,1}
@ATTRIBUTE #numbers{0,1}
@ATTRIBUTE #gold{0,1}
@ATTRIBUTE #hard{0,1}
@ATTRIBUTE #anglo{0,1}
@ATTRIBUTE #entitled{0,1}
@ATTRIBUTE #acetate{0,1}
@ATTRIBUTE #front{0,1}
@ATTRIBUTE #m{0,1}
@ATTRIBUTE #cutting{0,1}
@ATTRIBUTE #rupture{0,1}
@ATTRIBUTE #introduced{0,1}
@ATTRIBUTE #slice{0,1}
@ATTRIBUTE #sizes{0,1}
@ATTRIBUTE #headlamps{0,1}
@ATTRIBUTE #illuminated{0,1}
@ATTRIBUTE #optical{0,1}
@ATTRIBUTE #vertical{0,1}
@ATTRIBUTE #striking{0,1}
@ATTRIBUTE #compact{0,1}
@ATTRIBUTE #march{0,1}
@ATTRIBUTE #encrypt{0,1}
@ATTRIBUTE #approximately{0,1}
@ATTRIBUTE #soundmaster{0,1}
@ATTRIBUTE #biconcave{0,1}
@ATTRIBUTE #wheels{0,1}
@ATTRIBUTE #groove{0,1}
@ATTRIBUTE #cylinder{0,1}
@ATTRIBUTE #labels{0,1}
@ATTRIBUTE #spare{0,1}
@ATTRIBUTE #supercut{0,1}
@ATTRIBUTE #label{0,1}
@ATTRIBUTE #double{0,1}
@ATTRIBUTE #storing{0,1}
@ATTRIBUTE #kylie{0,1}
@ATTRIBUTE #portrait{0,1}
@ATTRIBUTE #modified{0,1}
@ATTRIBUTE #circulating{0,1}
@ATTRIBUTE #stereo{0,1}
@ATTRIBUTE #makers{0,1}
@ATTRIBUTE #example{0,1}
@ATTRIBUTE #ventilated{0,1}
@ATTRIBUTE #unimportant{0,1}
@ATTRIBUTE #cd{0,1}
@ATTRIBUTE #rca{0,1}
@ATTRIBUTE #velcro{0,1}
@ATTRIBUTE #saxon{0,1}
@ATTRIBUTE #appears{0,1}
@ATTRIBUTE #sided{0,1}
@ATTRIBUTE #carrying{0,1}
@ATTRIBUTE #mastering{0,1}
@ATTRIBUTE #companion{0,1}
@ATTRIBUTE #vinyl{0,1}
@ATTRIBUTE #eds{0,1}
@ATTRIBUTE #glee{0,1}
@ATTRIBUTE #pianist{0,1}
@ATTRIBUTE #vents{0,1}
@ATTRIBUTE #spokeless{0,1}
@ATTRIBUTE #diameter{0,1}
@ATTRIBUTE #audio{0,1}
@ATTRIBUTE #capable{0,1}
@ATTRIBUTE #cranking{0,1}
@ATTRIBUTE #bcken{0,1}
@ATTRIBUTE #demonstration{0,1}
@ATTRIBUTE #avoided{0,1}
@ATTRIBUTE #memory{0,1}
@ATTRIBUTE #moved{0,1}
@ATTRIBUTE #abbado{0,1}
@ATTRIBUTE #changing{0,1}
@ATTRIBUTE #latest{0,1}
@ATTRIBUTE #damaged{0,1}
@ATTRIBUTE #rotovators{0,1}
@ATTRIBUTE #rotate{0,1}
@ATTRIBUTE #reproduced{0,1}
@ATTRIBUTE #programmes{0,1}
@ATTRIBUTE #excessive{0,1}
@ATTRIBUTE #outnumbering{0,1}
@ATTRIBUTE #berliner{0,1}
@ATTRIBUTE #permitted{0,1}
@ATTRIBUTE #circular{0,1}
@ATTRIBUTE #abs{0,1}
@ATTRIBUTE #norm{0,1}
@ATTRIBUTE #represented{0,1}
@ATTRIBUTE #file{0,1}
@ATTRIBUTE #drive{0,1}
@ATTRIBUTE #sales{0,1}
@ATTRIBUTE #grinder{0,1}
@ATTRIBUTE #laser{0,1}
@ATTRIBUTE #pink{0,1}
@ATTRIBUTE #workbench{0,1}
@ATTRIBUTE #worth{0,1}
@ATTRIBUTE #central{0,1}
@ATTRIBUTE #marathon{0,1}
@ATTRIBUTE #cassette{0,1}
@ATTRIBUTE #armed{0,1}
@ATTRIBUTE #sold{0,1}
@ATTRIBUTE #plus{0,1}
@ATTRIBUTE #ring{0,1}
@ATTRIBUTE #hill{0,1}
@ATTRIBUTE #leaning{0,1}
@ATTRIBUTE #rom{0,1}
@ATTRIBUTE #housing{0,1}
@ATTRIBUTE #slender{0,1}
@ATTRIBUTE #occasional{0,1}
@ATTRIBUTE #plough{0,1}
@ATTRIBUTE #hugo{0,1}
@ATTRIBUTE #pressing{0,1}
@ATTRIBUTE #rose{0,1}
@ATTRIBUTE #record{0,1}
@ATTRIBUTE #rotating{0,1}
@ATTRIBUTE #qualities{0,1}
@ATTRIBUTE #recorded{0,1}
@ATTRIBUTE #subscribers{0,1}
@ATTRIBUTE #records{0,1}
@ATTRIBUTE #blyth{0,1}
@ATTRIBUTE #assisted{0,1}
@ATTRIBUTE #edison{0,1}
@ATTRIBUTE #put{0,1}
@ATTRIBUTE #pair{0,1}
@ATTRIBUTE #broad{0,1}
@ATTRIBUTE #columbia{0,1}
@ATTRIBUTE #correspond{0,1}
@ATTRIBUTE #lp{0,1}
@ATTRIBUTE #tape{0,1}
@ATTRIBUTE #switch{0,1}
@ATTRIBUTE #grinders{0,1}
@ATTRIBUTE #tendency{0,1}
@ATTRIBUTE #cheaper{0,1}
@ATTRIBUTE #smartdrive{0,1}
@ATTRIBUTE #mini{0,1}
@ATTRIBUTE #surviving{0,1}
@ATTRIBUTE #blank{0,1}
@ATTRIBUTE #recordings{0,1}
@ATTRIBUTE #cache{0,1}
@ATTRIBUTE #stampers{0,1}
@ATTRIBUTE #spirs{0,1}
@ATTRIBUTE #rotary{0,1}
@ATTRIBUTE #tossed{0,1}
@ATTRIBUTE #unknown{0,1}
@ATTRIBUTE #delicious{0,1}
@ATTRIBUTE #soldered{0,1}
@ATTRIBUTE #master{0,1}
@ATTRIBUTE #chain{0,1}
@ATTRIBUTE #players{0,1}
@ATTRIBUTE #attached{0,1}
@ATTRIBUTE #stores{0,1}
@ATTRIBUTE #milky{0,1}
@ATTRIBUTE #spanners{0,1}
@ATTRIBUTE #technology{0,1}
@ATTRIBUTE #foot{0,1}
@ATTRIBUTE #sporting{0,1}
@ATTRIBUTE #healthily{0,1}
@ATTRIBUTE #immersed{0,1}
@ATTRIBUTE #disc{0,1}
@ATTRIBUTE #brooches{0,1}
@ATTRIBUTE #sent{0,1}
@ATTRIBUTE #age{0,1}
@ATTRIBUTE #cassettes{0,1}
@ATTRIBUTE #required{0,1}
@ATTRIBUTE #copying{0,1}
@ATTRIBUTE #systems{0,1}
@ATTRIBUTE #sexton{0,1}
@ATTRIBUTE #onto{0,1}
@ATTRIBUTE #incidentally{0,1}
@ATTRIBUTE #flat{0,1}
@ATTRIBUTE #tightens{0,1}
@ATTRIBUTE #controlled{0,1}
@ATTRIBUTE #wrangling{0,1}
@ATTRIBUTE #moeri{0,1}
@ATTRIBUTE #heavy{0,1}
@ATTRIBUTE #format{0,1}
@ATTRIBUTE #orientate{0,1}
@ATTRIBUTE #flan{0,1}
@ATTRIBUTE #picture{0,1}
@ATTRIBUTE #floppy{0,1}
@ATTRIBUTE #copies{0,1}
@ATTRIBUTE #blades{0,1}
@ATTRIBUTE #cylindrical{0,1}
@ATTRIBUTE #lubricated{0,1}
@ATTRIBUTE #brush{0,1}
@ATTRIBUTE #mounted{0,1}
@ATTRIBUTE #commonly{0,1}
@ATTRIBUTE #nowadays{0,1}
@ATTRIBUTE #moon{0,1}
@ATTRIBUTE #cutter{0,1}
@ATTRIBUTE #contained{0,1}
@ATTRIBUTE #symphony{0,1}
@ATTRIBUTE #eject{0,1}
@ATTRIBUTE #id{0,1}
@ATTRIBUTE #recital{0,1}
@ATTRIBUTE #playing{0,1}
@ATTRIBUTE #braking{0,1}
@ATTRIBUTE #diamond{0,1}
@ATTRIBUTE #path{0,1}
@ATTRIBUTE #drum{0,1}
@ATTRIBUTE #purchasing{0,1}
@ATTRIBUTE #tailor{0,1}
@ATTRIBUTE #lazarus{0,1}
@ATTRIBUTE #drives{0,1}
@ATTRIBUTE #longevity{0,1}
@ATTRIBUTE #karajan{0,1}
@ATTRIBUTE #film{0,1}
@ATTRIBUTE #spine{0,1}
@ATTRIBUTE #sharp{0,1}
@ATTRIBUTE #inch{0,1}
@ATTRIBUTE #rear{0,1}
@ATTRIBUTE #century{0,1}
@ATTRIBUTE #soft{0,1}
@ATTRIBUTE #fitted{0,1}
@ATTRIBUTE #scratched{0,1}
@ATTRIBUTE #applied{0,1}
@ATTRIBUTE #grille{0,1}
@ATTRIBUTE #wrong{0,1}
@ATTRIBUTE #unbreakable{0,1}
@ATTRIBUTE #storage{0,1}

@DATA
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
